,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10,cluster
306,Business Intelligence Internal,Customer Relationship Management (CRM)Digital TransformationBusiness Intelligence (BI)Microsoft Dynamics AXBusiness AnalysisHTML,['Skills: Business Intelligence (BI) · Microsoft Dynamics AX · SQL'],Skills: Business Intelligence (BI) · Microsoft Dynamics AX · SQL,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
307,Consultant business intelligence,Microsoft Power BISQL Server Integration Services (SSIS)SQL Server Analysis Services (SSAS)SQL Server Reporting Services (SSRS)Microsoft SQL ServerTalend,"['• Analyze and identify functional and technical needs.\r', '• Model and enrich the datawarehouse.\r', '• Scheduling and deployment of jobs.\r', '• Guidance: Training and mentoring of trainees for end-of-studies projects']",• Analyze and identify functional and technical needs.,,,,,,,,,,
308,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,
310,unknown,unknown,unknown,unknown,unknown,unknown,"['Analyze', 'identify', 'functional', 'technical', 'needs']","['Model', 'enrich', 'datawarehouse']","['Scheduling', 'deployment', 'jobs']","['Guidance', 'Training', 'mentoring', 'trainees', 'end', 'studies', 'projects']",[],[],[],
311,Consultant Business Intelligence,IBM Cognos AnalyticsDataStageDecision-making informaticsBig DataPythonscrum,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
312,Internal Global Data Analytics ,ManagementHuman ResourcesCommunicationProject managementLeadershipTeam Management,"['Data Lake Management - Methodology: Scrum Tools: Azure, Jira, Confluence, SharePoint.', 'Reporting - Tools: PowerBI']","Data Lake Management - Methodology: Scrum Tools: Azure, Jira, Confluence, SharePoint.",Reporting - Tools: PowerBI,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
313,Business Intelligence Trainee,ETL toolsPython (programming language)Microsoft Power BIRAccountingBig data,"['Project Internship End of Study: ', '-Realization of the functional study.', '-Participation in all phases of ETL. ', '-Dashboard development.', '-Prediction using Machine learning algorithms.', '-Integrate the solution into a web interface using the Django Framework.']",Project Internship End of Study: ,-Realization of the functional study.,-Participation in all phases of ETL. ,-Dashboard development.,-Prediction using Machine learning algorithms.,-Integrate the solution into a web interface using the Django Framework.,unknown,unknown,unknown,unknown,2.0
314,SAP Bases Consultant,Data Analysis Expressions (DAX)Automatic learningRProgrammingTalking in publicNeurolinguistic programming (NLP),['Study and configuration of MDM interfaces with SAP'],Study and configuration of MDM interfaces with SAP,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
315,Senior Graphic Designer,After EffectsMicrosoft Power BIPythonMERN StackBusiness AnalysisMarket Research,['Skills: After Effects · User Experience (UX) · Adobe Photoshop · Adobe Illustrator · Figma (Software)'],Skills: After Effects · User Experience (UX) · Adobe Photoshop · Adobe Illustrator · Figma (Software),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
316,Business Intelligence Internal,Microsoft Power BITalend.NET CoreSymfony FrameworkSpring BootR,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
317,Data Analyst,Project managementSoftware developmentWeb developmentProgrammingJavaHTML5,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1.0
318,IT Project Manager Engineer,Apache SparkScalaJiraTalendLearning by strengtheningSQL Server Integration Services (SSIS),"['Responsible for planning, organizing, allocating resources for budgeting, and successfully implementing IT Project goals.']","Responsible for planning, organizing, allocating resources for budgeting, and successfully implementing IT Project goals.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
319,Business intelligence ,Microsoft Power BIProject managementManagement of market research projectsDistributed Team ManagementData analysisAnalysis of requirements,['Skills: Microsoft Power BI · Project Management'],Skills: Microsoft Power BI · Project Management,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
320,Vice-President Treasury,JavaSymfonyC#unknownunknownunknown,"['JCI OLM Beni Khalled-Nabeul-Tunisia', '2023: President ', '2022: Vice-President Treasury', '2021: External Auditor ', '2020: Full founding member']",JCI OLM Beni Khalled-Nabeul-Tunisia,2023: President ,2022: Vice-President Treasury,2021: External Auditor ,2020: Full founding member,unknown,unknown,unknown,unknown,unknown,0.0
321,Data & Analytics consultant,Machine LearningK-Nearest Neighbors (KNN)SQLTalendDAXPython (Programming Language),['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1.0
322,Junior Development Engineer,TeamworkBig dataSQL Server Integration Services (SSIS)Decision-making informaticsMicrosoft Power BIData analysis,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
323,Data Analyst Internal,FrenchEngineersManagementMicrosoft OfficeLeadershipunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1.0
324,Data analytics internal,SQL Server Management StudioData analysisJasperReportsData explorationAngularJSR,"['Setting up a decision platform for a wimbee client using JasperReports', 'Keywords : SSMS, Talend, jaspersoft studio ']",Setting up a decision platform for a wimbee client using JasperReports,"Keywords : SSMS, Talend, jaspersoft studio ",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1.0
325,Business Intelligence Consultant,Node.jsSpring Boot.NET FrameworkProject managementMicrosoft Power BISoftware development,"['Help clients to exploit their data and analyse their business for better decision-making through:', ' * Participation in the feeding phase.', ' * Participation in the modelling and storage phase.', ' *Participation in the visualization phase']",Help clients to exploit their data and analyse their business for better decision-making through:, * Participation in the feeding phase., * Participation in the modelling and storage phase., *Participation in the visualization phase,unknown,unknown,unknown,unknown,unknown,unknown,2.0
326,Student engineer,C++EngineeringProject managementHTML5CssJavaScript,['Skills: Databases'],Skills: Databases,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
327,Business Intelligence Consultant,SQL Server Management StudioBusiness Intelligence (BI)SQLMicrosoft Power BISQL Server Integration Services (SSIS)Python (Programming Language),"['National Observatory Project:', 'Drafting of technical and functional specifications', 'Development of different data integration packages', 'Cadming', 'Pilotage']",National Observatory Project:,Drafting of technical and functional specifications,Development of different data integration packages,Cadming,Pilotage,unknown,unknown,unknown,unknown,unknown,2.0
328,Consultant Business Intelligence ,Leadership developmentOrganizational developmentProduct innovationData analysisSales processWeb development,['Skills: Data analysis'],Skills: Data analysis,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
329,Business intelligence analytics,"SQLDecision-making informaticsSQL Server Reporting Services (SSRS)Microsoft ExcelInformation technologyExtract, Transform, Load (ETL)","['- Collection and extraction of data sources.', '- Processing, operation and integration of data into a data warehouse.', '- Creation of dashboards, implementation of KPIs and reporting of performance to give a coherent vision of results to managers.']",- Collection and extraction of data sources.,"- Processing, operation and integration of data into a data warehouse.","- Creation of dashboards, implementation of KPIs and reporting of performance to give a coherent vision of results to managers.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
330,Business Intelligence Internal,Data AnalysisData VisualizationData ModelingData AnalyticsData CollectionMicrosoft Power BI,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
331,Intern Data Analyst ,SQL Server Integration Services (SSIS)SQL Server Analysis Services (SSAS)SQL Server Reporting Services (SSRS)SQL Server Management StudioMicrosoft SQL ServerMicrosoft Power BI,"['creation of a decision-making solution to analyze workload and capacity in order to estimate the number of hires in the next 5 years for all departments of the Airbus helicopter client.', '-Updating the Macro (VBA) of the various Excel files', '-Extraction, transformation and download of data', '-Deployment of OLAP cubes', '-Implementing dynamic decision-making relationships ', 'Environment: Visual Basic for Applications (VBA), Excel, SAP PCB', '', 'Implementation of a form for applications for the export control of Airbus helicopter, extraction of data and development of a dashboard in order to have a comprehensive and profound view of the analyses of the applications, their follow-up and their progress. ', '-Implementing a form for applications ', '-Implementing a website that allows users to track their requests. ', '-Extraction, transformation and download of data', '-Put in place a decision-making dashboard.', 'Environment : Google Forms, Google Sites, App Scripts, Data Studio']",creation of a decision-making solution to analyze workload and capacity in order to estimate the number of hires in the next 5 years for all departments of the Airbus helicopter client.,-Updating the Macro (VBA) of the various Excel files,"-Extraction, transformation and download of data",-Deployment of OLAP cubes,-Implementing dynamic decision-making relationships ,"Environment: Visual Basic for Applications (VBA), Excel, SAP PCB",unknown,"Implementation of a form for applications for the export control of Airbus helicopter, extraction of data and development of a dashboard in order to have a comprehensive and profound view of the analyses of the applications, their follow-up and their progress. ",-Implementing a form for applications ,-Implementing a website that allows users to track their requests. ,1.0
332,Data的 Business Intelligence Consultant,Informatica PowerCenterMicrosoft Power BIData AnalysisPL/SQLJavaProject Engineering,"['• Informatica Powercenter Consultant', '', ""- Managing VWFS's decision-making system"", '- Development of mappings/workflows under Informatica Powercenter.', '- Preparation of SQL scripts (table creation scripts, queries to check the correct calculation of KPIs).', '', '• Technical environment: Oracle, Informatica PowerCenter, SAP BO, Jira, CyberArk, Oracle SQL Developer, GitLab']",• Informatica Powercenter Consultant,unknown,- Managing VWFS's decision-making system,- Development of mappings/workflows under Informatica Powercenter.,"- Preparation of SQL scripts (table creation scripts, queries to check the correct calculation of KPIs).",unknown,"• Technical environment: Oracle, Informatica PowerCenter, SAP BO, Jira, CyberArk, Oracle SQL Developer, GitLab",unknown,unknown,unknown,2.0
333,BI Junior Consultant ,SQLCJavaMicrosoft WordMicrosoft PowerPointLaravel,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
334,Data Analyst intern,Talend Open StudioMicrosoft Dynamics AXERP Microsoft DynamicspythonAdobe Illustratorjava,['Skills: Talend Open Studio · Microsoft Dynamics AX · Microsoft Power BI'],Skills: Talend Open Studio · Microsoft Dynamics AX · Microsoft Power BI,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1.0
