,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10
318,unknown,Microsoft Dynamics CRMPython (programming language)TalendMicrosoft Power BIMicrosoft SQL Serverunknown,['unknown'],unknown,,,,,,,,,
319,Data Analyst,"Power BITalendPythonExtract, transform, load (ETL)Data analysisSQL Server Integration Services (SSIS)",['unknown'],unknown,,,,,,,,,
320,Business Intelligence Developer,Microsoft Power BIPython (programming language)R (programming language)Spring Boot.NET frameworkProject management,"['Development of a BI solution to help detect fraud in health insurance using power bi for reporting and data analysis.', 'this solution based on 3 steps:', '1/Data prepertion: data clearing with Python and R', '2/Elaborate the modelling phase', '3/Creating a predictive model']",Development of a BI solution to help detect fraud in health insurance using power bi for reporting and data analysis.,this solution based on 3 steps:,1/Data prepertion: data clearing with Python and R,2/Elaborate the modelling phase,3/Creating a predictive model,,,,,
321,Teacher trainer ,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,,,,,,,,,
322,unknown,R (Programming Language)HTMLBusiness Intelligence (BI).NET FrameworkSpring BootSQL Server Integration Services (SSIS),['unknown'],unknown,,,,,,,,,
323,BI Consultant,JavaCJavaScriptTalend Open StudioPower BIData analysis,['unknown'],unknown,,,,,,,,,
324,Business Intelligence Internal,TelecommunicationsMicrosoft WordStrategic planningBusiness intelligenceBig dataData analysis,['unknown'],unknown,,,,,,,,,
325,web3 developer,PHPHTML5JavaScriptHTMLNode.jsLaravel,"[""I'm currently a we3 developer at Lightency.""]",I'm currently a we3 developer at Lightency.,,,,,,,,,
326,Trainee ,PostgreSQLTalendMicrosoft Power BIunknownunknownunknown,['PFE course'],PFE course,,,,,,,,,
327,Business Intelligence Engineer,Data AnalyticsGamingpythonMicrosoft Power BIMicrosoft ExcelGoogle Analytics,['unknown'],unknown,,,,,,,,,
328,Decision-making intelligence developer,AnalyticalMicrosoft Power BISQLDecision-making informaticsSQL Server Integration Services (SSIS)Microsoft BI Suite,['Developer in decision-making computing '],Developer in decision-making computing ,,,,,,,,,
329,unknown,Machine LearningMicrosoft Power BIData AnalysisJavaTensorFlowPL/SQL,['unknown'],unknown,,,,,,,,,
330,Business Intelligence Internal,DevOpsAngularSpring BootMicrosoft Power BIBusiness Intelligence (BI)Big Data,['Skills: Business Intelligence (BI) · Web Development · SQL Server Integration Services (SSIS)'],Skills: Business Intelligence (BI) · Web Development · SQL Server Integration Services (SSIS),,,,,,,,,
331,Consultant Business Intelligence ,Big DataData analysispythonAgile methodsShell ScriptScrum,"['Consultant Business intelligence ', 'Qlik Sense, Qlik View, MSBI, Talend']",Consultant Business intelligence ,"Qlik Sense, Qlik View, MSBI, Talend",,,,,,,,
332,Co-founder & CEO ,ScrumOracle SQL DeveloperDatabase designApache KafkaSQLSQL Server Management Studio,['unknown'],unknown,,,,,,,,,
333,Trainee,EnglishEngineeringLeadershipPresentationsMarketingCommunication,['Back-development '],Back-development ,,,,,,,,,
334,Student ,FinanceFinancial analysisFinTechEmotional intelligenceNon-profit organizationsunknown,['unknown'],unknown,,,,,,,,,
335,ERP-BI Internal at Adwya,ERPSQL Server Integration Services (SSIS)HadoopMapReduceSpring BootMicrosoft Power BI,['Study and Administration of The ERP SageX3'],Study and Administration of The ERP SageX3,,,,,,,,,
336,Business Intelligence Internal,Machine LearningArtificial Intelligence (AI)JavaPython (Programming Language)Database Management System (DBMS)C (Programming Language),['Skills: Microsoft Excel'],Skills: Microsoft Excel,,,,,,,,,
337,ERP-BI internal,JavaMusicDecision-making informaticsSelf-confidenceControl of angerPsychology of counsel,['unknown'],unknown,,,,,,,,,
338,Business Intelligence Developer,"Extract, Transform, Load (ETL)SQLMicrosoft Power QuerypowerbiOracle SQL DeveloperMicrosoft SQL Server",['unknown'],unknown,,,,,,,,,
339,Mobile Application Developer,Native reactionMicrosoft OfficeUnified Modeling Language (UML)ScrumCommunicationTeamwork,"['-Development of a mobile application ""Slot-Machine""', '-(React-native / Web) ', '-Directed according to the SCRUM methodology', '-Diagram class', '-Backlog']","-Development of a mobile application ""Slot-Machine""",-(React-native / Web) ,-Directed according to the SCRUM methodology,-Diagram class,-Backlog,,,,,
340,Business Intelligence Engineer,JavaWeb applicationsBusinessPostman APISpring BootC#,['unknown'],unknown,,,,,,,,,
341,Junior Business Intelligence developer ,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,,,,,,,,,
342,Business Intelligence Engineer ,"Extract, Transform, Load (ETL)SQLMDXMySQLAnalysis servicesMicrosoft Power BI",['unknown'],unknown,,,,,,,,,
343,Business Intelligence Consultant,ETL ToolsSQLBusiness Intelligence (BI)SQL Server Integration Services (SSIS)Python (Programming Language)Talend Open Studio,['Skills: ETL Tools · SQL · Business Intelligence (BI) · Python (Programming Language) · Talend Open Studio · Microsoft Excel · Microsoft Power BI'],Skills: ETL Tools · SQL · Business Intelligence (BI) · Python (Programming Language) · Talend Open Studio · Microsoft Excel · Microsoft Power BI,,,,,,,,,
344,Business Intelligence Internal,"Microsoft Power BISQL Server Management StudioMicrosoft SQL ServerExtract, Transform, Load (ETL)SQLPython (programming language)",['Skills: Microsoft Power BI · SQL Server Management Studio · Microsoft SQL Server · SQL'],Skills: Microsoft Power BI · SQL Server Management Studio · Microsoft SQL Server · SQL,,,,,,,,,
345,Business Intelligence Internal,Customer Relationship Management (CRM)Digital TransformationBusiness Intelligence (BI)Microsoft Dynamics AXBusiness AnalysisHTML,['Skills: Business Intelligence (BI) · Microsoft Dynamics AX · SQL'],Skills: Business Intelligence (BI) · Microsoft Dynamics AX · SQL,,,,,,,,,
346,Consultant business intelligence,Microsoft Power BISQL Server Integration Services (SSIS)SQL Server Analysis Services (SSAS)SQL Server Reporting Services (SSRS)Microsoft SQL ServerTalend,"['• Analyze and identify functional and technical needs.\r', '• Model and enrich the datawarehouse.\r', '• Scheduling and deployment of jobs.\r', '• Guidance: Training and mentoring of trainees for end-of-studies projects']","• Analyze and identify functional and technical needs.","• Model and enrich the datawarehouse.","• Scheduling and deployment of jobs.",• Guidance: Training and mentoring of trainees for end-of-studies projects,,,,,,
347,unknown,Team LeadershipMicrosoft ExcelMicrosoft OfficeMusicPascalPython (Programming Language),['unknown'],unknown,,,,,,,,,
348,Consultant Business Intelligence,IBM Cognos AnalyticsDataStageDecision-making informaticsBig DataPythonscrum,['unknown'],unknown,,,,,,,,,
349,Internal Global Data Analytics ,ManagementHuman ResourcesCommunicationProject managementLeadershipTeam Management,"['Data Lake Management - Methodology: Scrum Tools: Azure, Jira, Confluence, SharePoint.', 'Reporting - Tools: PowerBI']","Data Lake Management - Methodology: Scrum Tools: Azure, Jira, Confluence, SharePoint.",Reporting - Tools: PowerBI,,,,,,,,
350,Business Intelligence Trainee,ETL toolsPython (programming language)Microsoft Power BIRAccountingBig data,"['Project Internship End of Study: ', '-Realization of the functional study.', '-Participation in all phases of ETL. ', '-Dashboard development.', '-Prediction using Machine learning algorithms.', '-Integrate the solution into a web interface using the Django Framework.']",Project Internship End of Study: ,-Realization of the functional study.,-Participation in all phases of ETL. ,-Dashboard development.,-Prediction using Machine learning algorithms.,-Integrate the solution into a web interface using the Django Framework.,,,,
351,SAP Bases Consultant,Data Analysis Expressions (DAX)Automatic learningRProgrammingTalking in publicNeurolinguistic programming (NLP),['Study and configuration of MDM interfaces with SAP'],Study and configuration of MDM interfaces with SAP,,,,,,,,,
352,Senior Graphic Designer,After EffectsMicrosoft Power BIPythonMERN StackBusiness AnalysisMarket Research,['Skills: After Effects · User Experience (UX) · Adobe Photoshop · Adobe Illustrator · Figma (Software)'],Skills: After Effects · User Experience (UX) · Adobe Photoshop · Adobe Illustrator · Figma (Software),,,,,,,,,
353,Business Intelligence Internal,Microsoft Power BITalend.NET CoreSymfony FrameworkSpring BootR,['unknown'],unknown,,,,,,,,,
354,Data Analyst,Project managementSoftware developmentWeb developmentProgrammingJavaHTML5,['unknown'],unknown,,,,,,,,,
355,IT Project Manager Engineer,Apache SparkScalaJiraTalendLearning by strengtheningSQL Server Integration Services (SSIS),"['Responsible for planning, organizing, allocating resources for budgeting, and successfully implementing IT Project goals.']","Responsible for planning, organizing, allocating resources for budgeting, and successfully implementing IT Project goals.",,,,,,,,,
356,Business intelligence ,Microsoft Power BIProject managementManagement of market research projectsDistributed Team ManagementData analysisAnalysis of requirements,['Skills: Microsoft Power BI · Project Management'],Skills: Microsoft Power BI · Project Management,,,,,,,,,
357,Vice-President Treasury,JavaSymfonyC#unknownunknownunknown,"['JCI OLM Beni Khalled-Nabeul-Tunisia', '2023: President ', '2022: Vice-President Treasury', '2021: External Auditor ', '2020: Full founding member']",JCI OLM Beni Khalled-Nabeul-Tunisia,2023: President ,2022: Vice-President Treasury,2021: External Auditor ,2020: Full founding member,,,,,
358,Data & Analytics consultant,Machine LearningK-Nearest Neighbors (KNN)SQLTalendDAXPython (Programming Language),['unknown'],unknown,,,,,,,,,
359,Trainee,TalendAgile methodsC#SQLSQL Server Reporting Services (SSRS)SQL Server Integration Services (SSIS),"['Skills: Decision computing · Extract, Transform, Load (ETL) · DWH · Team motivation · SQL Server Reporting Services (SSRS) · SQL Server Integration Services (SSIS) · SQL Server Analysis Services (SSAS) · Microsoft Power BI']","Skills: Decision computing · Extract, Transform, Load (ETL) · DWH · Team motivation · SQL Server Reporting Services (SSRS) · SQL Server Integration Services (SSIS) · SQL Server Analysis Services (SSAS) · Microsoft Power BI",,,,,,,,,
