,Unnamed: 0,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10,word_tokenized1,word_tokenized2,word_tokenized3,word_tokenized4,word_tokenized5,word_tokenized6,word_tokenized7,word_tokenized8,word_tokenized9,word_tokenized10,clean_words1,clean_words2,clean_words3,clean_words4,clean_words5,clean_words6,clean_words7,clean_words8,clean_words9,clean_words10,clean_stemmed1,clean_stemmed2,clean_stemmed3,clean_stemmed4,clean_stemmed5,clean_stemmed6,clean_stemmed7,clean_stemmed8,clean_stemmed9,clean_stemmed10,clean_lemmed1,clean_lemmed2,clean_lemmed3,clean_lemmed4,clean_lemmed5,clean_lemmed6,clean_lemmed7,clean_lemmed8,clean_lemmed9,clean_lemmed10,cluster
247,247,Engineer QA,Data analyticsHadoopApache SparkJavaEngineeringEnglish,"['I worked with the Quality & Test team of the French company HEXAGONE SAS, to ensure the global', 'quality of the manufactured product (CAM), to test the manufacturing processes, to develop quality', 'tests and to define the criteria to which a test result must answer in collaboration with the developers', 'and the project managers']","I worked with the Quality & Test team of the French company HEXAGONE SAS, to ensure the global","quality of the manufactured product (CAM), to test the manufacturing processes, to develop quality",tests and to define the criteria to which a test result must answer in collaboration with the developers,and the project managers,unknown,unknown,unknown,unknown,unknown,unknown,"['I', 'worked', 'Quality', 'Test', 'team', 'French', 'company', 'HEXAGONE', 'SAS', 'ensure', 'global']","['quality', 'manufactured', 'product', 'CAM', 'test', 'manufacturing', 'processes', 'develop', 'quality']","['tests', 'define', 'criteria', 'test', 'result', 'must', 'answer', 'collaboration', 'developers']","['project', 'managers']",[],[],[],[],[],[],"['I', 'worked', 'Quality', 'Test', 'team', 'French', 'company', 'HEXAGONE', 'SAS', 'ensure', 'global']","['quality', 'manufactured', 'product', 'CAM', 'test', 'manufacturing', 'processes', 'develop', 'quality']","['tests', 'define', 'criteria', 'test', 'result', 'must', 'answer', 'collaboration', 'developers']","['project', 'managers']",[],[],[],[],[],[],"['i', 'work', 'qualiti', 'test', 'team', 'french', 'compani', 'hexagon', 'sa', 'ensur', 'global']","['qualiti', 'manufactur', 'product', 'cam', 'test', 'manufactur', 'process', 'develop', 'qualiti']","['test', 'defin', 'criteria', 'test', 'result', 'must', 'answer', 'collabor', 'develop']","['project', 'manag']",[],[],[],[],[],[],"['I', 'worked', 'Quality', 'Test', 'team', 'French', 'company', 'HEXAGONE', 'SAS', 'ensure', 'global']","['quality', 'manufactured', 'product', 'CAM', 'test', 'manufacturing', 'process', 'develop', 'quality']","['test', 'define', 'criterion', 'test', 'result', 'must', 'answer', 'collaboration', 'developer']","['project', 'manager']",[],[],[],[],[],[],0
248,248,Junior data scientist,Machine LearningPython (Programming Language)Data ScienceProject ManagementObject-Oriented Programming (OOP)Web Development,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],1
249,249,Python Engineer,Machine LearningProject ManagementTelecommunications EngineeringTelecommunicationsBig dataDeep learning,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0
250,250,Data Scientist,Machine LearningDeep LearningNatural Language Processing (NLP)Business Intelligence (BI)Microsoft Power BIRecurrent Neural Networks (RNN),['Build an application to readily extract information from balance sheets using optical character recognition (OCR) leading to lowering agents的 work time by ~10 minutes per sheet.'],Build an application to readily extract information from balance sheets using optical character recognition (OCR) leading to lowering agents的 work time by ~10 minutes per sheet.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Build', 'application', 'readily', 'extract', 'information', 'balance', 'sheets', 'using', 'optical', 'character', 'recognition', 'OCR', 'leading', 'lowering', 'agents的', 'work', 'time', '10', 'minutes', 'per', 'sheet']",[],[],[],[],[],[],[],[],[],"['Build', 'application', 'readily', 'extract', 'information', 'balance', 'sheets', 'using', 'optical', 'character', 'recognition', 'OCR', 'leading', 'lowering', 'agents的', 'work', 'time', '10', 'minutes', 'per', 'sheet']",[],[],[],[],[],[],[],[],[],"['build', 'applic', 'readili', 'extract', 'inform', 'balanc', 'sheet', 'use', 'optic', 'charact', 'recognit', 'ocr', 'lead', 'lower', 'agents的', 'work', 'time', '10', 'minut', 'per', 'sheet']",[],[],[],[],[],[],[],[],[],"['Build', 'application', 'readily', 'extract', 'information', 'balance', 'sheet', 'using', 'optical', 'character', 'recognition', 'OCR', 'leading', 'lowering', 'agents的', 'work', 'time', '10', 'minute', 'per', 'sheet']",[],[],[],[],[],[],[],[],[],1
251,251,Data Engineer Trainee,OpenCVDjango REST FrameworkFaceNetYOLOCNNNLP,"['• Creating a real time insights visualization dashboards for a pharmaceutic company to monitor the critical parameters of her machines, general intelligent, anomaly scores and alarms to anticipate problems and reduce human supervision.', '• Deploying the solution in different Azure VMs using Ansible.']","• Creating a real time insights visualization dashboards for a pharmaceutic company to monitor the critical parameters of her machines, general intelligent, anomaly scores and alarms to anticipate problems and reduce human supervision.",• Deploying the solution in different Azure VMs using Ansible.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Creating', 'real', 'time', 'insights', 'visualization', 'dashboards', 'pharmaceutic', 'company', 'monitor', 'critical', 'parameters', 'machines', 'general', 'intelligent', 'anomaly', 'scores', 'alarms', 'anticipate', 'problems', 'reduce', 'human', 'supervision']","['Deploying', 'solution', 'different', 'Azure', 'VMs', 'using', 'Ansible']",[],[],[],[],[],[],[],[],"['Creating', 'real', 'time', 'insights', 'visualization', 'dashboards', 'pharmaceutic', 'company', 'monitor', 'critical', 'parameters', 'machines', 'general', 'intelligent', 'anomaly', 'scores', 'alarms', 'anticipate', 'problems', 'reduce', 'human', 'supervision']","['Deploying', 'solution', 'different', 'Azure', 'VMs', 'using', 'Ansible']",[],[],[],[],[],[],[],[],"['creat', 'real', 'time', 'insight', 'visual', 'dashboard', 'pharmaceut', 'compani', 'monitor', 'critic', 'paramet', 'machin', 'gener', 'intellig', 'anomali', 'score', 'alarm', 'anticip', 'problem', 'reduc', 'human', 'supervis']","['deploy', 'solut', 'differ', 'azur', 'vm', 'use', 'ansibl']",[],[],[],[],[],[],[],[],"['Creating', 'real', 'time', 'insight', 'visualization', 'dashboard', 'pharmaceutic', 'company', 'monitor', 'critical', 'parameter', 'machine', 'general', 'intelligent', 'anomaly', 'score', 'alarm', 'anticipate', 'problem', 'reduce', 'human', 'supervision']","['Deploying', 'solution', 'different', 'Azure', 'VMs', 'using', 'Ansible']",[],[],[],[],[],[],[],[],1
252,252,Senior Consultant,Problem SolvingConflict ManagementCommunicationTensorFlowAnalytical SkillsData Science,['Skills: Problem Solving · Communication · Analytic Skills'],Skills: Problem Solving · Communication · Analytic Skills,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Skills', 'Problem', 'Solving', 'Communication', 'Analytic', 'Skills']",[],[],[],[],[],[],[],[],[],"['Skills', 'Problem', 'Solving', 'Communication', 'Analytic', 'Skills']",[],[],[],[],[],[],[],[],[],"['skill', 'problem', 'solv', 'commun', 'analyt', 'skill']",[],[],[],[],[],[],[],[],[],"['Skills', 'Problem', 'Solving', 'Communication', 'Analytic', 'Skills']",[],[],[],[],[],[],[],[],[],0
253,253,Machine Learning Operations intern ,MLOpsAmazon Web Services (AWS)Statistical Data AnalysisData ScienceData ManagementData preprocessing,['Skills: MLOps · Amazon Web Services (AWS) · Python (Programming Language) · Machine Learning'],Skills: MLOps · Amazon Web Services (AWS) · Python (Programming Language) · Machine Learning,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Skills', 'MLOps', 'Amazon', 'Web', 'Services', 'AWS', 'Python', 'Programming', 'Language', 'Machine', 'Learning']",[],[],[],[],[],[],[],[],[],"['Skills', 'MLOps', 'Amazon', 'Web', 'Services', 'AWS', 'Python', 'Programming', 'Language', 'Machine', 'Learning']",[],[],[],[],[],[],[],[],[],"['skill', 'mlop', 'amazon', 'web', 'servic', 'aw', 'python', 'program', 'languag', 'machin', 'learn']",[],[],[],[],[],[],[],[],[],"['Skills', 'MLOps', 'Amazon', 'Web', 'Services', 'AWS', 'Python', 'Programming', 'Language', 'Machine', 'Learning']",[],[],[],[],[],[],[],[],[],0
254,254,PhD student,Machine LearningDeep LearningPythonData MiningBusiness IntelligenceStatistics,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0
255,255,Lead Data Scientist,Computer ScienceData ScienceEnglishMachine LearningDeep LearningTensorFlow,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],1
256,256,Full stack data engineer,RpandasclouderaSQLMySQLkeras,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],4
257,257,Data Scientist,PythonMachine LearningAmazon Web Services (AWS)Natural Language Processing (NLP)Statistical Data AnalysisData Analysis,['Skills: Python · Machine Learning · Amazon Web Services (AWS) · Natural Language Processing (NLP) · Apache Spark'],Skills: Python · Machine Learning · Amazon Web Services (AWS) · Natural Language Processing (NLP) · Apache Spark,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Skills', 'Python', 'Machine', 'Learning', 'Amazon', 'Web', 'Services', 'AWS', 'Natural', 'Language', 'Processing', 'NLP', 'Apache', 'Spark']",[],[],[],[],[],[],[],[],[],"['Skills', 'Python', 'Machine', 'Learning', 'Amazon', 'Web', 'Services', 'AWS', 'Natural', 'Language', 'Processing', 'NLP', 'Apache', 'Spark']",[],[],[],[],[],[],[],[],[],"['skill', 'python', 'machin', 'learn', 'amazon', 'web', 'servic', 'aw', 'natur', 'languag', 'process', 'nlp', 'apach', 'spark']",[],[],[],[],[],[],[],[],[],"['Skills', 'Python', 'Machine', 'Learning', 'Amazon', 'Web', 'Services', 'AWS', 'Natural', 'Language', 'Processing', 'NLP', 'Apache', 'Spark']",[],[],[],[],[],[],[],[],[],1
258,258,Data Scientist,Python (Programming Language)Organization SkillsTeam LeadershipMicrosoft OfficeDataiku DSSTeamwork,"['- Exploring methods to handle imbalanced data', '- Tuning hyperparameters of XGBoost Classify using hyperopt', '- Exploring Imputation techniques ', '- Refactoring code: using Pydantic library instead of dataclass... ', '- Creating workflow using docker and apache-airflow']",- Exploring methods to handle imbalanced data,- Tuning hyperparameters of XGBoost Classify using hyperopt,- Exploring Imputation techniques ,- Refactoring code: using Pydantic library instead of dataclass... ,- Creating workflow using docker and apache-airflow,unknown,unknown,unknown,unknown,unknown,"['Exploring', 'methods', 'handle', 'imbalanced', 'data']","['Tuning', 'hyperparameters', 'XGBoost', 'Classify', 'using', 'hyperopt']","['Exploring', 'Imputation', 'techniques']","['Refactoring', 'code', 'using', 'Pydantic', 'library', 'instead', 'dataclass']","['Creating', 'workflow', 'using', 'docker', 'apache', 'airflow']",[],[],[],[],[],"['Exploring', 'methods', 'handle', 'imbalanced', 'data']","['Tuning', 'hyperparameters', 'XGBoost', 'Classify', 'using', 'hyperopt']","['Exploring', 'Imputation', 'techniques']","['Refactoring', 'code', 'using', 'Pydantic', 'library', 'instead', 'dataclass']","['Creating', 'workflow', 'using', 'docker', 'apache', 'airflow']",[],[],[],[],[],"['explor', 'method', 'handl', 'imbalanc', 'data']","['tune', 'hyperparamet', 'xgboost', 'classifi', 'use', 'hyperopt']","['explor', 'imput', 'techniqu']","['refactor', 'code', 'use', 'pydant', 'librari', 'instead', 'dataclass']","['creat', 'workflow', 'use', 'docker', 'apach', 'airflow']",[],[],[],[],[],"['Exploring', 'method', 'handle', 'imbalanced', 'data']","['Tuning', 'hyperparameters', 'XGBoost', 'Classify', 'using', 'hyperopt']","['Exploring', 'Imputation', 'technique']","['Refactoring', 'code', 'using', 'Pydantic', 'library', 'instead', 'dataclass']","['Creating', 'workflow', 'using', 'docker', 'apache', 'airflow']",[],[],[],[],[],1
259,259,Software Developer,ResearchJavaScriptSoftware DevelopmentFront-End DevelopmentFull-Stack DevelopmentMultilingual,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],5
260,260,Retail Consultant/ Data Engineer,Microsoft OfficeMicrosoft Power BIMicrosoft PowerPointSQLPythonTeamwork,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],1
261,261,Developer/Developer of operating solutions/ Data Scientist,PythonJavaAngularC++SQLOracle Database,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0
262,262,Consultant MS Dynamics NAV/BC,IBM WatsonHadoopSQL NoApache StormApache SparkMicrosoft BI Suite,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0
263,263,Data Analyst,Analytical SkillsMathematicsPython (Programming Language)Data AnalysisOracle DatabaseJava,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],1
264,264,Data consultant,Machine LearningBig DataData miningPythonDeep learningTime series,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],1
265,265,Data Scientist,Machine LearningSQLArtificial Intelligence (AI)JavaData AnalysisFinancial Analysis,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],1
266,266,Machine Learning Engineer,PythonMachine LearningNatural Language Processing (NLP)SAS programmingProject managementC++,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0
267,267,Blogger,Pythonmachine learningRMachine LearningJavaC++,"['A blog about AI, Machine Learning, and practical topics.', 'https://jouini-ghada1.medium.com/']","A blog about AI, Machine Learning, and practical topics.",https://jouini-ghada1.medium.com/,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['A', 'blog', 'AI', 'Machine', 'Learning', 'practical', 'topics']","['https', 'jouini', 'ghada1', 'medium', 'com']",[],[],[],[],[],[],[],[],"['A', 'blog', 'AI', 'Machine', 'Learning', 'practical', 'topics']","['https', 'jouini', 'ghada1', 'medium', 'com']",[],[],[],[],[],[],[],[],"['a', 'blog', 'ai', 'machin', 'learn', 'practic', 'topic']","['http', 'jouini', 'ghada1', 'medium', 'com']",[],[],[],[],[],[],[],[],"['A', 'blog', 'AI', 'Machine', 'Learning', 'practical', 'topic']","['http', 'jouini', 'ghada1', 'medium', 'com']",[],[],[],[],[],[],[],[],0
268,268,SAP BI Support Engineer,JavaMySQLMachine LearningDeep LearningSymfonyPython (Programming Language),['Skills: SAP BI'],Skills: SAP BI,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"['Skills', 'SAP', 'BI']",[],[],[],[],[],[],[],[],[],"['Skills', 'SAP', 'BI']",[],[],[],[],[],[],[],[],[],"['skill', 'sap', 'bi']",[],[],[],[],[],[],[],[],[],"['Skills', 'SAP', 'BI']",[],[],[],[],[],[],[],[],[],0
269,269,SAP Retail functional consultant ,SAP S/4HANAMachine learningBusiness Intelligence (BI)Big DataArtificial IntelligenceDeep Learning,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0
