,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10
341,Junior Business Intelligence developer ,"['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']",['unknown'],unknown,,,,,,,,,
342,Business Intelligence Engineer ,"['Extract, Transform, Load (ETL)', 'SQL', 'MDX', 'MySQL', 'Analysis services', 'Microsoft Power BI']",['unknown'],unknown,,,,,,,,,
343,Business Intelligence Consultant,"['ETL Tools', 'SQL', 'Business Intelligence (BI)', 'SQL Server Integration Services (SSIS)', 'Python (Programming Language)', 'Talend Open Studio']",['Skills: ETL Tools · SQL · Business Intelligence (BI) · Python (Programming Language) · Talend Open Studio · Microsoft Excel · Microsoft Power BI'],Skills: ETL Tools · SQL · Business Intelligence (BI) · Python (Programming Language) · Talend Open Studio · Microsoft Excel · Microsoft Power BI,,,,,,,,,
344,Business Intelligence Internal,"['Microsoft Power BI', 'SQL Server Management Studio', 'Microsoft SQL Server', 'Extract, Transform, Load (ETL)', 'SQL', 'Python (programming language)']",['Skills: Microsoft Power BI · SQL Server Management Studio · Microsoft SQL Server · SQL'],Skills: Microsoft Power BI · SQL Server Management Studio · Microsoft SQL Server · SQL,,,,,,,,,
345,Business Intelligence Internal,"['Customer Relationship Management (CRM)', 'Digital Transformation', 'Business Intelligence (BI)', 'Microsoft Dynamics AX', 'Business Analysis', 'HTML']",['Skills: Business Intelligence (BI) · Microsoft Dynamics AX · SQL'],Skills: Business Intelligence (BI) · Microsoft Dynamics AX · SQL,,,,,,,,,
346,Consultant business intelligence,"['Microsoft Power BI', 'SQL Server Integration Services (SSIS)', 'SQL Server Analysis Services (SSAS)', 'SQL Server Reporting Services (SSRS)', 'Microsoft SQL Server', 'Talend']","['• Analyze and identify functional and technical needs.\r', '• Model and enrich the datawarehouse.\r', '• Scheduling and deployment of jobs.\r', '• Guidance: Training and mentoring of trainees for end-of-studies projects']","• Analyze and identify functional and technical needs.","• Model and enrich the datawarehouse.","• Scheduling and deployment of jobs.",• Guidance: Training and mentoring of trainees for end-of-studies projects,,,,,,
348,Consultant Business Intelligence,"['IBM Cognos Analytics', 'DataStage', 'Decision-making informatics', 'Big Data', 'Python', 'scrum']",['unknown'],unknown,,,,,,,,,
349,Internal Global Data Analytics ,"['Management', 'Human Resources', 'Communication', 'Project management', 'Leadership', 'Team Management']","['Data Lake Management - Methodology: Scrum Tools: Azure, Jira, Confluence, SharePoint.', 'Reporting - Tools: PowerBI']","Data Lake Management - Methodology: Scrum Tools: Azure, Jira, Confluence, SharePoint.",Reporting - Tools: PowerBI,,,,,,,,
350,Business Intelligence Trainee,"['ETL tools', 'Python (programming language)', 'Microsoft Power BI', 'R', 'Accounting', 'Big data']","['Project Internship End of Study: ', '-Realization of the functional study.', '-Participation in all phases of ETL. ', '-Dashboard development.', '-Prediction using Machine learning algorithms.', '-Integrate the solution into a web interface using the Django Framework.']",Project Internship End of Study: ,-Realization of the functional study.,-Participation in all phases of ETL. ,-Dashboard development.,-Prediction using Machine learning algorithms.,-Integrate the solution into a web interface using the Django Framework.,,,,
351,SAP Bases Consultant,"['Data Analysis Expressions (DAX)', 'Automatic learning', 'R', 'Programming', 'Talking in public', 'Neurolinguistic programming (NLP)']",['Study and configuration of MDM interfaces with SAP'],Study and configuration of MDM interfaces with SAP,,,,,,,,,
352,Senior Graphic Designer,"['After Effects', 'Microsoft Power BI', 'Python', 'MERN Stack', 'Business Analysis', 'Market Research']",['Skills: After Effects · User Experience (UX) · Adobe Photoshop · Adobe Illustrator · Figma (Software)'],Skills: After Effects · User Experience (UX) · Adobe Photoshop · Adobe Illustrator · Figma (Software),,,,,,,,,
353,Business Intelligence Internal,"['Microsoft Power BI', 'Talend', '.NET Core', 'Symfony Framework', 'Spring Boot', 'R']",['unknown'],unknown,,,,,,,,,
354,Data Analyst,"['Project management', 'Software development', 'Web development', 'Programming', 'Java', 'HTML5']",['unknown'],unknown,,,,,,,,,
355,IT Project Manager Engineer,"['Apache Spark', 'Scala', 'Jira', 'Talend', 'Learning by strengthening', 'SQL Server Integration Services (SSIS)']","['Responsible for planning, organizing, allocating resources for budgeting, and successfully implementing IT Project goals.']","Responsible for planning, organizing, allocating resources for budgeting, and successfully implementing IT Project goals.",,,,,,,,,
356,Business intelligence ,"['Microsoft Power BI', 'Project management', 'Management of market research projects', 'Distributed Team Management', 'Data analysis', 'Analysis of requirements']",['Skills: Microsoft Power BI · Project Management'],Skills: Microsoft Power BI · Project Management,,,,,,,,,
357,Vice-President Treasury,"['Java', 'Symfony', 'C#', 'unknown', 'unknown', 'unknown']","['JCI OLM Beni Khalled-Nabeul-Tunisia', '2023: President ', '2022: Vice-President Treasury', '2021: External Auditor ', '2020: Full founding member']",JCI OLM Beni Khalled-Nabeul-Tunisia,2023: President ,2022: Vice-President Treasury,2021: External Auditor ,2020: Full founding member,,,,,
358,Data & Analytics consultant,"['Machine Learning', 'K-Nearest Neighbors (KNN)', 'SQL', 'Talend', 'DAX', 'Python (Programming Language)']",['unknown'],unknown,,,,,,,,,
360,Junior Development Engineer,"['Teamwork', 'Big data', 'SQL Server Integration Services (SSIS)', 'Decision-making informatics', 'Microsoft Power BI', 'Data analysis']",['unknown'],unknown,,,,,,,,,
361,Data Analyst Internal,"['French', 'Engineers', 'Management', 'Microsoft Office', 'Leadership', 'unknown']",['unknown'],unknown,,,,,,,,,
362,Data analytics internal,"['SQL Server Management Studio', 'Data analysis', 'JasperReports', 'Data exploration', 'AngularJS', 'R']","['Setting up a decision platform for a wimbee client using JasperReports', 'Keywords : SSMS, Talend, jaspersoft studio ']",Setting up a decision platform for a wimbee client using JasperReports,"Keywords : SSMS, Talend, jaspersoft studio ",,,,,,,,
364,Business Intelligence Consultant,"['Node.js', 'Spring Boot', '.NET Framework', 'Project management', 'Microsoft Power BI', 'Software development']","['Help clients to exploit their data and analyse their business for better decision-making through:', ' * Participation in the feeding phase.', ' * Participation in the modelling and storage phase.', ' *Participation in the visualization phase']",Help clients to exploit their data and analyse their business for better decision-making through:, * Participation in the feeding phase., * Participation in the modelling and storage phase., *Participation in the visualization phase,,,,,,
365,Student engineer,"['C++', 'Engineering', 'Project management', 'HTML5', 'Css', 'JavaScript']",['Skills: Databases'],Skills: Databases,,,,,,,,,
366,Business Intelligence Consultant,"['SQL Server Management Studio', 'Business Intelligence (BI)', 'SQL', 'Microsoft Power BI', 'SQL Server Integration Services (SSIS)', 'Python (Programming Language)']","['National Observatory Project:', 'Drafting of technical and functional specifications', 'Development of different data integration packages', 'Cadming', 'Pilotage']",National Observatory Project:,Drafting of technical and functional specifications,Development of different data integration packages,Cadming,Pilotage,,,,,
368,Consultant Business Intelligence ,"['Leadership development', 'Organizational development', 'Product innovation', 'Data analysis', 'Sales process', 'Web development']",['Skills: Data analysis'],Skills: Data analysis,,,,,,,,,
369,Business intelligence analytics,"['SQL', 'Decision-making informatics', 'SQL Server Reporting Services (SSRS)', 'Microsoft Excel', 'Information technology', 'Extract, Transform, Load (ETL)']","['- Collection and extraction of data sources.', '- Processing, operation and integration of data into a data warehouse.', '- Creation of dashboards, implementation of KPIs and reporting of performance to give a coherent vision of results to managers.']",- Collection and extraction of data sources.,"- Processing, operation and integration of data into a data warehouse.","- Creation of dashboards, implementation of KPIs and reporting of performance to give a coherent vision of results to managers.",,,,,,,
370,Business Intelligence Internal,"['Data Analysis', 'Data Visualization', 'Data Modeling', 'Data Analytics', 'Data Collection', 'Microsoft Power BI']",['unknown'],unknown,,,,,,,,,
371,Intern Data Analyst ,"['SQL Server Integration Services (SSIS)', 'SQL Server Analysis Services (SSAS)', 'SQL Server Reporting Services (SSRS)', 'SQL Server Management Studio', 'Microsoft SQL Server', 'Microsoft Power BI']","['creation of a decision-making solution to analyze workload and capacity in order to estimate the number of hires in the next 5 years for all departments of the Airbus helicopter client.', '-Updating the Macro (VBA) of the various Excel files', '-Extraction, transformation and download of data', '-Deployment of OLAP cubes', '-Implementing dynamic decision-making relationships ', 'Environment: Visual Basic for Applications (VBA), Excel, SAP PCB', '', 'Implementation of a form for applications for the export control of Airbus helicopter, extraction of data and development of a dashboard in order to have a comprehensive and profound view of the analyses of the applications, their follow-up and their progress. ', '-Implementing a form for applications ', '-Implementing a website that allows users to track their requests. ', '-Extraction, transformation and download of data', '-Put in place a decision-making dashboard.', 'Environment : Google Forms, Google Sites, App Scripts, Data Studio']",creation of a decision-making solution to analyze workload and capacity in order to estimate the number of hires in the next 5 years for all departments of the Airbus helicopter client.,-Updating the Macro (VBA) of the various Excel files,"-Extraction, transformation and download of data",-Deployment of OLAP cubes,-Implementing dynamic decision-making relationships ,"Environment: Visual Basic for Applications (VBA), Excel, SAP PCB",,"Implementation of a form for applications for the export control of Airbus helicopter, extraction of data and development of a dashboard in order to have a comprehensive and profound view of the analyses of the applications, their follow-up and their progress. ",-Implementing a form for applications ,-Implementing a website that allows users to track their requests. 
372,Data的 Business Intelligence Consultant,"['Informatica PowerCenter', 'Microsoft Power BI', 'Data Analysis', 'PL/SQL', 'Java', 'Project Engineering']","['• Informatica Powercenter Consultant', '', ""- Managing VWFS's decision-making system"", '- Development of mappings/workflows under Informatica Powercenter.', '- Preparation of SQL scripts (table creation scripts, queries to check the correct calculation of KPIs).', '', '• Technical environment: Oracle, Informatica PowerCenter, SAP BO, Jira, CyberArk, Oracle SQL Developer, GitLab']",• Informatica Powercenter Consultant,,- Managing VWFS's decision-making system,- Development of mappings/workflows under Informatica Powercenter.,"- Preparation of SQL scripts (table creation scripts, queries to check the correct calculation of KPIs).",,"• Technical environment: Oracle, Informatica PowerCenter, SAP BO, Jira, CyberArk, Oracle SQL Developer, GitLab",,,
